Inj.0P alpha0,Inj.0P delta0,Inj.0P pmra,Inj.0P pmdec,Inj.0P prlx,Inj.1P alpha0,Inj.1P delta0,Inj.1P pmra,Inj.1P pmdec,Inj.1P prlx,Inj.1P e,Inj.1P omega,Inj.1P Omega,Inj.1P cosi,Inj.1P log(m_p),Inj.1P log(P),Inj.1P tp,Rec.0P alpha0,Rec.0P delta0,Rec.0P pmra,Rec.0P pmdec,Rec0P prlx,Rec.1P alpha0,Rec.1P delta0,Rec.1P pmra,Rec.1P pmdec,Rec.1P prlx,Rec.1P e,Rec.1P omega,Rec.1P Omega,Rec.1P cosi,Rec.1P log(m_p),Rec.1P log(P),Rec.1P tp,np_chi_sq,wp_chi_sq,npBIC,wpBIC,DeltaBIC,Condition1,Condition2,Condition3,Detection,Astrometric Signature,Noise,S/N
189.8063218788745,-2.046368995521038,25.87393300427064,-105.4643435793079,10.313438921566062,189.8063218788745,-2.046368995521038,25.87393300427064,-105.4643435793079,10.313438921566062,0.13307457467873102,3.132980038710238,0.9672357641503071,0.9033808704054274,-0.2452854663602786,-1.8457150588831215,0.0052066006669624154,189.8042627429025,-2.0625054102650653,25.874159019708493,-105.46418946732399,10.31028818613742,189.8055467562025,-2.063093631030325,25.874224849944554,-105.46414522231595,10.310946207439223,0.0,4.499733607152628,1.144314286185792,0.9714260483733455,-0.17726390870815223,-1.8847088825994769,0.002069713594533747,134.5814219315544,132.95387376383027,12.8244318045632,42.58823275718791,-29.76380095262471,1,1,0,0,0.6956260728489859,140.4327479903105,0.09273634793589217
146.28215173993942,-76.4226081363221,11.71031957160324,-30.860298148868637,13.25130850925955,146.28215173993942,-76.4226081363221,11.71031957160324,-30.860298148868637,13.25130850925955,0.32433015919160335,0.923025162444651,4.033973248081309,0.4330371592283787,-0.04884811312129761,-1.6276862615275949,0.007751319626800093,146.27242422643468,-76.42550957624596,11.71164597695208,-30.859962578244776,13.24829742156112,146.27076752214907,-76.42587662684332,11.711446445115634,-30.860034904840205,13.247904655790371,0.2056498554924434,0.7256207943995858,3.365290331555583,0.47826647471353545,-0.07265367794470379,-1.6215642579518708,0.008415898843856122,131.29697399727132,130.59106641066987,12.873847102238882,42.6240956451193,-29.750248542880414,1,1,0,0,2.182369482706544,132.14098273153286,0.24055748833442175
226.51455351378968,60.60406435611773,87.15475559306763,-249.95200426528925,23.442114237363448,226.51455351378968,60.60406435611773,87.15475559306763,-249.95200426528925,23.442114237363448,0.0035961421437271657,3.62543454973925,4.566145149408164,0.9463081067779034,0.1982317387846636,0.10187285276361369,0.4208291313092584,226.53172560279194,60.30796829091208,87.16035082018189,-249.94998462472094,23.603359881052867,226.51463862314392,60.613788384802675,87.15461149452008,-249.9508750363738,23.435853695857602,6.677888409834215e-06,4.523100639592911,4.504510241733007,0.9186735926564598,0.2045549418407956,0.1008205370689143,0.5949179092057958,8784.037723481804,131.34619756660464,4.467387654751306,42.61256413201682,-38.145176477265515,1,1,1,1,118.46970939985377,112.24978759783416,2.098796692155006
219.74413378256023,83.17985512105342,-168.52710512486405,-42.44355138451729,21.989556354233017,219.74413378256023,83.17985512105342,-168.52710512486405,-42.44355138451729,21.989556354233017,0.3561845364222872,5.048329739687254,4.418641924181011,0.20341426069780577,0.3162541734342941,0.8429447229762221,4.963389016974316,219.73685082978818,83.21614413031931,-168.43714154500964,-42.41837865116868,21.880188869089544,219.7435151225459,83.17989897225215,-168.53241855052613,-42.44550909789389,21.98930887487876,0.3573221066249046,5.1005162235325585,4.417552023769499,0.20303394197839164,0.3254052097377802,0.839261461987515,5.026071773255566,13329.568644679795,136.3586899775857,3.633290465546253,42.537659585439556,-38.9043691198933,1,1,1,1,459.8389380479719,104.2116446518235,3.738540882998159
75.28320219746149,-27.007187144635303,14.678931767039382,36.204358592527896,10.496340967766804,75.28320219746149,-27.007187144635303,14.678931767039382,36.204358592527896,10.496340967766804,0.33225437088805415,6.161860866209105,5.554593139568093,0.36684543606295106,-0.4666368008792204,-0.9371288713232571,0.03795543032273707,75.28256796813642,-27.034437724569,14.678910638155163,36.203998254687534,10.491932737402715,75.24606642543492,-26.972594439526226,14.677912358435297,36.20443300218763,10.497547638911037,0.4039476743109899,5.768118537131311,6.28295718738048,0.30320483899279216,-0.04602759672725623,-0.89874107166876,0.040607489489319956,144.2767935493083,128.05856482085886,12.685303307401389,42.663261871823934,-29.977958564422543,1,1,0,0,2.4031889856249293,204.84698918992075,0.07716276430160804
140.92464095124097,-65.947362713196,-32.66250350898832,46.300430227248505,11.710190884054487,140.92464095124097,-65.947362713196,-32.66250350898832,46.300430227248505,11.710190884054487,0.24623631916859962,2.7284060683178426,4.183555650181264,0.3596682285813557,0.7942198244295364,-1.7009291951974426,0.0044277149533165205,140.91350867145422,-65.96981737959393,-32.66105040426577,46.29683909818618,11.697997573426537,140.9241655475903,-65.95369721592743,-32.66106582912958,46.30034345835202,11.708761736258417,0.5087374191037584,2.576394469033568,4.09730952922029,0.0023434740385865453,0.9629044354272738,-1.7009092552102754,0.005369285752692521,196.77532981595442,126.37671760518928,12.064645331098474,42.68970272854204,-30.625057397443562,1,1,0,0,9.589087951141678,100.68332157733757,1.509278436250157
228.3676892062131,-30.571841890309813,-42.11193467863711,-27.61836994031863,11.180418155214564,228.3676892062131,-30.571841890309813,-42.11193467863711,-27.61836994031863,11.180418155214564,0.11219154824829486,5.190602624183207,3.457175069431296,0.9311763622168342,1.022778924492437,-0.3666352633723968,0.39868916879965755,229.05004237893257,-29.34387693032999,-42.094665640562056,-27.64097573780372,11.333009725154247,228.3827061410185,-30.640519236659884,-42.11065582986262,-27.618133893894814,11.168328998242387,0.10379989412218661,5.23604319629311,3.5239440871415706,0.9999999523642897,1.0222015656046433,-0.3662547393745059,0.4068986844368526,5676.639119200095,126.823056947632,5.340541306920882,42.68265154051382,-37.34211023359293,1,1,1,1,132.2695534429939,133.14841067942785,3.38786841768058
332.7107533662057,5.177977264805701,71.71813534490431,-88.21939133160406,19.25030005819528,332.7107533662057,5.177977264805701,71.71813534490431,-88.21939133160406,19.25030005819528,0.28772631032630414,3.327146571702157,0.07962158270657269,0.3033428470159768,-0.2070624884504071,-1.7633604077913831,0.010533017845394465,332.7045601479901,5.18163294274134,71.71810103959083,-88.21937002977896,19.24959090894636,332.7114425302033,5.1778165690809725,71.71842474264233,-88.21941435103389,19.251417740077354,0.2943546514573955,3.087361610218232,0.03442074824397016,0.1349321499454582,-0.2505195801310924,-1.763408265100272,0.01051967273881392,140.53292734930892,134.59110690249003,12.737886932018204,42.56375457677845,-29.825867644760244,1,1,0,0,1.272954690247664,58.110925901302274,0.3730098981809218
125.69448341721365,-57.4459015804563,-371.351960705721,480.73497930424986,77.6317258540173,125.69448341721365,-57.4459015804563,-371.351960705721,480.73497930424986,77.6317258540173,0.3409524857427373,2.5615157832122644,1.2410222167454494,0.5242891944297337,0.3653341578104332,-1.805452665346401,0.006067152854429286,125.68466658518977,-57.452645813614744,-371.35827034284193,480.73483333358723,77.62792285825051,125.694467323389,-57.44583693882629,-371.3523100220905,480.73463834326503,77.6320941291778,0.3789702831368622,2.62237059311831,1.2756460813389459,0.5564913444930397,0.34728092867761307,-1.8054055634222808,0.006003029049071754,3528.2639414399837,127.79693638763884,6.291648116043421,42.667352126255416,-36.375704010212,1,1,0,0,26.62606380827157,49.579653162883695,9.598753058302036
262.41448784442184,-78.76862803702294,-51.17627830082736,-100.00579136760692,10.527307014395374,262.41448784442184,-78.76862803702294,-51.17627830082736,-100.00579136760692,10.527307014395374,0.3918541930386098,5.739325969550092,3.7170454427528754,0.8905718829146582,-0.06465758300775942,-0.7274830493903486,0.16189345914457146,262.41488895083046,-78.76786746122102,-51.17325804331735,-100.00182914261794,10.529797680866354,262.4265825079592,-78.77976238954022,-51.174473134815145,-100.00796660050429,10.517882448283984,0.7141959287923503,5.6461603433364225,4.049066147456349,0.9963882715362096,-0.00483123636978669,-0.7310254744433298,0.1982737970794417,154.81646413952478,127.28391335585474,12.544289945385607,42.67539700652027,-30.131107061134664,1,1,0,0,7.809694667243114,220.051209601938,0.18337360433870095
