Inj.0P alpha0,Inj.0P delta0,Inj.0P pmra,Inj.0P pmdec,Inj.0P prlx,Inj.1P alpha0,Inj.1P delta0,Inj.1P pmra,Inj.1P pmdec,Inj.1P prlx,Inj.1P e,Inj.1P omega,Inj.1P Omega,Inj.1P cosi,Inj.1P log(m_p),Inj.1P log(P),Inj.1P tp,Rec.0P alpha0,Rec.0P delta0,Rec.0P pmra,Rec.0P pmdec,Rec0P prlx,Rec.1P alpha0,Rec.1P delta0,Rec.1P pmra,Rec.1P pmdec,Rec.1P prlx,Rec.1P e,Rec.1P omega,Rec.1P Omega,Rec.1P cosi,Rec.1P log(m_p),Rec.1P log(P),Rec.1P tp,np_chi_sq,wp_chi_sq,npBIC,wpBIC,DeltaBIC,Condition1,Condition2,Condition3,Detection,Astrometric Signature,Noise,S/N
280.3033080455451,2.2823759490433617,-148.88271033619503,-166.17935973727006,20.53375525426686,280.3033080455451,2.2823759490433617,-148.88271033619503,-166.17935973727006,20.53375525426686,0.06522951258035592,1.8159137458917243,5.604062796330698,0.6031127354753488,-0.14844043280600505,-0.7020667821146773,0.19494180535407857,280.3084608236096,2.276503232865642,-148.88277144953338,-166.17739659269625,20.5386002518587,280.3096807824371,2.2894258617172305,-148.883249995896,-166.17858753387816,20.536050889709266,0.07582771599104215,0.0004220263964140013,5.898480133914514,0.3981407274624371,-0.10383242162026154,-0.7016645254473031,0.14884785488475472,169.90541570683956,131.21912909385836,12.35828676332785,42.614499931907574,-30.256213168579723,1,1,0,0,11.060856002012637,98.88737596475258,0.5612628262790642
14.567610848034066,29.153440771049155,-1.659034124334985,-15.179361784523714,13.198010654993814,14.567610848034066,29.153440771049155,-1.659034124334985,-15.179361784523714,13.198010654993814,0.4616111828447698,4.81871958023046,4.301675241142068,0.48333275902157613,1.0575200594077918,-1.636164604218443,0.018515550194007722,14.617894952898425,29.16845890746206,-1.660152319118052,-15.177551234220271,13.187941064191842,14.553487938172836,29.155448004128814,-1.659269082860491,-15.178126194999358,13.19849852899086,0.22132177793710156,4.81030905970902,4.4283336353821525,0.5185450358036725,1.0173203211269062,-1.636308352756413,0.019625207057290386,652.6675983843913,131.3258286582071,9.666634647413538,42.6128743121107,-32.94623966469716,1,1,1,1,21.138328323547057,81.85261389469,3.7984410488629288
81.77832692139543,-35.61913291520163,55.51006198167855,21.305626522557183,11.006625367462949,81.77832692139543,-35.61913291520163,55.51006198167855,21.305626522557183,11.006625367462949,0.20793987374028794,0.9407879661754196,0.5435126785949413,0.5308783301178565,0.12691552496131187,-1.373309494273446,0.009820765794398653,81.78539570467348,-35.57236794409182,55.50699837877441,21.305531443203655,11.029458330503378,81.77700680902356,-35.614715567843234,55.510366264812156,21.307012538768458,11.011890726729161,0.28121478249158705,0.9606630835671699,0.5394249415361255,0.17037397897688394,0.17851503423107648,-1.3723848882308967,0.010135334834804922,136.78338872563936,135.24958998478309,12.791973430623917,42.55399349333982,-29.762020062715898,1,1,0,0,7.335178984661344,673.8514466546388,0.11830042359681921
176.78006362874353,5.061513186908323,-224.4171870249444,-14.913905153056902,17.115747132151537,176.78006362874353,5.061513186908323,-224.4171870249444,-14.913905153056902,17.115747132151537,0.14630637098399268,1.673653007299949,3.809088451036897,0.08069024053802709,-0.10121659854534681,-1.1947345152185096,0.04813981829460943,176.79838001102334,5.0598416834706335,-224.41828012265933,-14.913592020140836,17.123385861679353,176.770642055881,5.0711084743844665,-224.41853586306786,-14.91531296583124,17.11351133218639,0.561203409926168,0.004874129611885483,4.0294047722948125,0.1596660863684214,-0.01125139903425329,-1.1925704153623427,0.012206780959334994,143.64997172296097,133.6716607443623,12.694011394209676,42.577464265476635,-29.88345287126696,1,1,0,0,7.911233321091964,301.2171460915191,0.23238964012901914
206.2716670427548,25.01994995803785,-690.976741139159,-28.61505634260059,30.648384239142185,206.2716670427548,25.01994995803785,-690.976741139159,-28.61505634260059,30.648384239142185,0.08237914943480545,5.673006759806549,4.101126695624234,0.4374323618486793,1.0537930613226485,-1.9504317917252387,0.00606023036219678,206.23724731841907,25.091905630833104,-690.9796013965083,-28.61972489577066,30.64346773064305,206.27037839365573,25.02310132575974,-690.9766397973472,-28.614633416955968,30.647645518781445,0.06032264503058182,6.101047467372833,4.146125744242827,0.3847133640439331,1.058911857726815,-1.950478817626232,0.007161395673331308,3275.5135655162526,132.83063484269735,6.440310672019825,42.59008747672158,-36.14977680470175,1,1,1,1,35.340537038557,52.537843949923,14.206980900745002
201.78995849535025,-24.38644417650041,-92.76826574182418,0.9008222822158196,10.97045827831253,201.78995849535025,-24.38644417650041,-92.76826574182418,0.9008222822158196,10.97045827831253,0.35391558205137486,1.016863088766049,5.777984426041054,0.2949101421512248,1.0316915473135988,-0.06410518888208161,0.48387016365072477,202.26966783852424,-24.11688823583725,-92.80699810022665,0.9027725476053476,11.013433528152797,201.85060785056584,-24.589837653378957,-92.77235792466868,0.9064849002302869,10.958918656186043,0.3791202072082418,0.8575776106141816,5.79568110580955,0.29071289182213617,1.0274466604134047,-0.06648985270129708,0.47482114543304144,2502.283637650076,121.95940380926237,6.978852473426411,42.76086079832016,-35.78200832489375,1,1,1,1,291.0958196067811,239.59142102404527,2.924841268840703
242.39773577967853,-39.92856666894569,-170.998723242783,-250.6504578174589,10.6325909984329,242.39773577967853,-39.92856666894569,-170.998723242783,-250.6504578174589,10.6325909984329,0.4549257907024574,3.586663305403163,5.18663648650669,0.877623178001151,0.6832058419492568,0.05941939577606936,0.012262504453333992,242.21894136775217,-42.166465444407244,-170.98631864445707,-250.63663596700155,10.231942006660976,242.39098256497334,-39.900400510244395,-170.9998144608046,-250.6491507598971,10.639799694101725,0.43327887104596075,3.649104190106499,5.11179953582587,0.8444588762966947,0.7002343279889494,0.06022996882813782,0.007413641556857885,3011.683991034626,130.7956800589344,6.608261237845733,42.62096444290155,-36.01270320505582,1,1,1,1,101.99898005814399,177.15457257116938,1.2023163883130885
115.1612551681682,-31.77454169091123,9.08778714330318,-18.387825820998728,14.325166942728758,115.1612551681682,-31.77454169091123,9.08778714330318,-18.387825820998728,14.325166942728758,0.35721163357894703,5.323392631008906,2.729886244451354,0.9858371252590791,0.9573474789647514,-0.7317424265644394,0.13363746934799872,115.12026812108596,-32.278975688518926,9.079278941899712,-18.385462296630216,14.227802606662632,115.15459287713901,-31.776870504591983,9.087540510566171,-18.387794877241873,14.32678386734089,0.33779325028124596,5.445387824128533,2.6153460688811156,0.9470272084177678,0.9635328399947352,-0.7311156156402512,0.13109222853148939,1481.4402061082897,127.05919512118535,8.02723055971325,42.678931103347,-34.65170054363375,1,1,1,1,64.4493298053417,67.47136634341338,4.959696666763054
314.65453435841414,45.32497722734525,29.026355713423907,-1.5593721270843868,10.462770884317171,314.65453435841414,45.32497722734525,29.026355713423907,-1.5593721270843868,10.462770884317171,0.39014196797732065,2.303285549305589,3.7549661606358886,0.7084272508280014,-0.48278799001326134,-0.4391811714143543,0.32981904315541216,314.66819179526857,45.32719448425375,29.025537538855048,-1.559954416057749,10.463493546868973,314.6626915043921,45.29704426422609,29.025983316631212,-1.5590422857378465,10.469077971307065,0.4821172500457247,2.3751150866551036,3.6116130541346205,0.848407752270492,-0.38856783774181736,-0.4341251527722527,0.3219182026625683,148.3612138803319,132.24554016309958,12.629470702206868,42.59891657092123,-29.969445868714367,1,1,0,0,2.614847462608726,73.39735748946612,0.13208135718829606
279.6160872584511,40.26588270597028,7.162391119621411,37.77281431493823,10.460670928567632,279.6160872584511,40.26588270597028,7.162391119621411,37.77281431493823,10.460670928567632,0.46778083707178447,5.7025948738076435,2.2553008573462003,0.1369129164063636,-0.4398906491679,0.06198114016262579,0.5085761872258638,279.6271733398054,40.20192576163693,7.16159442576364,37.77485348974133,10.470746834625885,279.6362731064317,40.34796672907092,7.166320466968948,37.7744134189973,10.443083956100612,0.5477109433847249,6.282561955659065,1.627686213358341,0.2529339644346518,-0.23283159375677456,0.09036696456039979,0.2992714994048654,132.97023490414406,127.00857146983914,12.848519960442474,42.67972811357298,-29.831208153130504,1,0,0,0,9.144759460076878,185.4109209430117,0.10269076933009778
